StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5#1_1,Q5#2_1,Q5#3_1,Q6,QID93,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25_First Click,Q25_Last Click,Q25_Page Submit,Q25_Click Count,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q27_11,Q27_12,Q27_13,Q27_14,Q27_15,Q27_16,Q27_17,Q27_18,Q27_19,SC0,Q7 - Parent Topics,Q7 - Topics
2020-05-11 14:12:40,2020-05-11 14:18:17,IP Address,156.205.134.3,100,337,True,2020-05-11 14:18:17,R_3EsVTUeqkT39LxD,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4374,mouse,green,Male,25,07,2004,National,,the ammount of molecules of the matter in a known volume,mass/volume,Disagree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Same as,it has half the volume of the original block,Same as,Disagree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Half the density of 1 kg of wood,it has half the mass of the original block,it has the same density as the original block,"It has half the volume, but same density of the original block",The blocks will sink,The 2 blocks will float,Density,,Less dense,8.118,8.118,8.863,1,4,3: Somewhat true,2,5: Very true,5: Very true,3: Somewhat true,2,1: Not at all true,1: Not at all true,1: Not at all true,5: Very true,4,5: Very true,5: Very true,2,2,3: Somewhat true,4,2,14,,
2020-05-11 14:12:53,2020-05-11 14:22:23,IP Address,156.218.40.77,100,570,True,2020-05-11 14:22:24,R_2ckg56eBWZpH00M,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4317,Rhino,Gold,Male,4,08,2005,Other?,Nile Egyptian Schools Certificate (From cambridge not sure what the certificate is exactly),"The compactness of a substance ",mass/volume,Agree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Bigger than,it has half the volume of the original block,Smaller than,Disagree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Twice the density of 1 kg of wood,it has half the mass of the original block,it has twice the density of the original block,"It has half the volume, but same density of the original block",The blocks will sink,The 2 blocks will float,Volume only,,Less dense,4.856,4.856,5.693,1,4,4,3: Somewhat true,4,5: Very true,3: Somewhat true,4,5: Very true,3: Somewhat true,4,4,3: Somewhat true,5: Very true,4,4,3: Somewhat true,4,5: Very true,5: Very true,11,,
2020-05-11 14:15:11,2020-05-11 14:24:22,IP Address,156.205.169.104,100,551,True,2020-05-11 14:24:22,R_3oECb0NYIoC4DhE,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4314,Penguin,Gold,Male,1,10,2005,Other?,Certificate of Nile International Preparatory Education (CNIPE),mass per volume,mass/volume,Agree,Because the density can always change even if the pressure or temperature is constant,Same as,it has the same volume as the original block,Smaller than,Disagree,Because what determines if an object will sink or float is the weight of the object,Half the density of 1 kg of wood,it has twice the mass of the original block,it has the same density as the original block,"It has half the volume, and half the density of the original block",I am not sure,I am not sure,Density,,Less dense,4.884,4.884,6.2,1,3: Somewhat true,5: Very true,5: Very true,5: Very true,5: Very true,3: Somewhat true,5: Very true,2,1: Not at all true,2,3: Somewhat true,1: Not at all true,3: Somewhat true,1: Not at all true,5: Very true,5: Very true,3: Somewhat true,5: Very true,3: Somewhat true,7,,
2020-05-11 13:55:11,2020-05-11 14:27:11,IP Address,102.190.90.14,100,1919,True,2020-05-11 14:27:11,R_2xDixFuIhX7MAzD,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4305,Hippo,Gold,Female,10,07,2006,National,,how much space an object or substance takes up (its volume),mass/volume,Disagree,Because the density can always change even if the pressure or temperature is constant,Smaller than,it has half the volume of the original block,Smaller than,Agree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Twice the density of 1 kg of wood,it has half the mass of the original block,it has half the density of the original block,"It has half the volume, and half the density of the original block",The blocks will float,The 2 blocks will sink,Density,,Less dense,70.657,70.657,80.213,1,3: Somewhat true,2,4,3: Somewhat true,2,3: Somewhat true,3: Somewhat true,2,4,3: Somewhat true,5: Very true,4,4,3: Somewhat true,2,2,3: Somewhat true,3: Somewhat true,3: Somewhat true,6,,
2020-05-11 14:12:53,2020-05-11 14:27:18,IP Address,154.180.236.194,100,865,True,2020-05-11 14:27:18,R_1eDlWItUQRqXMFH,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4326,starfish,gold,Female,29,07,2005,National,,the measurement that compares the amount of matter an object has to its volume,mass/volume,Disagree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Bigger than,it has half the volume of the original block,Bigger than,Agree,Because what determines if an object will sink or float is the volume (how big it is),The same density as 1 kg of wood,it has half the mass of the original block,it has the same density as the original block,"It has half the volume, but same density of the original block",The blocks will sink,The 2 blocks will sink,Volume only,,Same density,60.008,60.008,61.102,1,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,3: Somewhat true,3: Somewhat true,5: Very true,3: Somewhat true,2,5: Very true,4,5: Very true,5: Very true,3: Somewhat true,3: Somewhat true,4,5: Very true,5: Very true,8,,
2020-05-11 14:12:25,2020-05-11 14:28:16,IP Address,197.167.45.240,100,950,True,2020-05-11 14:28:16,R_Q3TUtzDSpSyyxGN,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4281,Buffalo,Dark yellow,Male,2,10,2005,National,,density is an inverse relation between mass and volume,mass/volume,Agree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Same as,it has half the volume of the original block,Same as,Disagree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,The same density as 1 kg of wood,it has half the mass of the original block,it has the same density as the original block,"It has half the volume, but same density of the original block",The blocks will sink,The 2 blocks will float,Density,,Less dense,20.459,20.459,26.854,1,4,4,3: Somewhat true,5: Very true,3: Somewhat true,3: Somewhat true,3: Somewhat true,4,5: Very true,5: Very true,5: Very true,4,4,4,3: Somewhat true,3: Somewhat true,4,4,4,16,,
2020-05-11 13:55:33,2020-05-11 14:30:12,IP Address,154.180.210.160,100,2079,True,2020-05-11 14:30:13,R_1rjnu1VxbvgwSyX,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4316,Rabbit,gold,Female,16,08,2007,American Diploma,,"it is property of matter,it is heavi of objects and it change when temprature change",mass/volume,Disagree,Because the density can always change even if the pressure or temperature is constant,Bigger than,it has the same volume as the original block,Bigger than,Agree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,The same density as 1 kg of wood,it has the same mass as the original block,it has the same density as the original block,"It has half the volume, and half the density of the original block",The blocks will sink,The 2 blocks will float,Density,,More dense,15.977,55.502,62.792,5,5: Very true,4,3: Somewhat true,5: Very true,2,1: Not at all true,1: Not at all true,2,1: Not at all true,3: Somewhat true,1: Not at all true,1: Not at all true,3: Somewhat true,3: Somewhat true,3: Somewhat true,1: Not at all true,3: Somewhat true,3: Somewhat true,4,7,,
2020-05-11 14:16:07,2020-05-11 14:31:42,IP Address,156.205.79.153,100,934,True,2020-05-11 14:31:42,R_D8lje71BnlwZmCJ,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4372,"lizard ",green,Male,2,08,2005,National,,Density is a word we use to describe how much space an object or substance takes up (its volume) in relation to the amount of matter in that object or substance,mass/volume,Disagree,Because the density can always change even if the pressure or temperature is constant,Bigger than,it has half the volume of the original block,Bigger than,Disagree,Because what determines if an object will sink or float is the weight of the object,Twice the density of 1 kg of wood,it has half the mass of the original block,it has twice the density of the original block,"It has half the volume, and half the density of the original block",The blocks will sink,The 2 blocks will float,Density,,Same density,7.639,67.683,74.768,9,4,5: Very true,4,5: Very true,4,3: Somewhat true,3: Somewhat true,2,3: Somewhat true,4,3: Somewhat true,3: Somewhat true,4,4,4,4,5: Very true,5: Very true,5: Very true,7,,
2020-05-11 14:20:52,2020-05-11 14:33:41,IP Address,41.232.119.16,100,768,True,2020-05-11 14:33:41,R_2c2yibUBtpEh4BW,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4292,dog,dark yellow,Male,31,05,2005,IGCSE (British),,is the mass per volume,mass/volume,Not sure,,Bigger than,it has half the volume of the original block,Smaller than,Disagree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,The same density as 1 kg of wood,it has half the mass of the original block,it has the same density as the original block,"It has half the volume, but same density of the original block",The blocks will sink,The 2 blocks will float,Density,,Same density,39.071,69.551,70.628,5,4,4,5: Very true,5: Very true,5: Very true,2,1: Not at all true,3: Somewhat true,2,1: Not at all true,3: Somewhat true,2,3: Somewhat true,2,3: Somewhat true,3: Somewhat true,4,4,3: Somewhat true,11,,
2020-05-11 14:18:38,2020-05-11 14:33:47,IP Address,197.37.107.27,100,909,True,2020-05-11 14:33:47,R_3EhtwAdit5U6DE7,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4329,tractor,gold,Female,11,02,2007,National,,is the mass and volume taken by an object,mass X volume,Agree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Smaller than,it has half the volume of the original block,Smaller than,Agree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Twice the density of 1 kg of wood,it has half the mass of the original block,it has the same density as the original block,"It has half the volume, but same density of the original block",The blocks will sink,The 2 blocks will sink,Density,,Same density,24.382,24.382,26.243,1,4,2,3: Somewhat true,4,5: Very true,3: Somewhat true,1: Not at all true,3: Somewhat true,1: Not at all true,1: Not at all true,2,2,4,1: Not at all true,2,1: Not at all true,3: Somewhat true,4,3: Somewhat true,9,,
2020-05-11 14:16:57,2020-05-11 14:44:36,IP Address,197.167.45.240,100,1658,True,2020-05-11 14:44:36,R_2EAi9LOwNCFOKq1,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4375,"Octopus ",Green,Female,9,09,2007,National,,"I dont remember ",mass/volume,Agree,"Because density is a property of the matter, and it can never change",Smaller than,it has half the volume of the original block,Smaller than,Agree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,The same density as 1 kg of wood,it has half the mass of the original block,it has the same density as the original block,"It has half the volume, but same density of the original block",The blocks will sink,The 2 blocks will sink,Density,,Less dense,14.802,14.802,15.652,1,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,2,3: Somewhat true,5: Very true,3: Somewhat true,3: Somewhat true,1: Not at all true,4,1: Not at all true,1: Not at all true,3: Somewhat true,1: Not at all true,11,,
2020-05-11 14:26:58,2020-05-11 14:50:28,IP Address,102.190.90.14,100,1410,True,2020-05-11 14:50:28,R_30uBSyqEtFgpyQ5,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4310,Llama,gold,Female,25,04,2005,National,,it is used to describe how much an object takes up [volume] in a relation with the [mass],volume/mass,Disagree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Bigger than,it has half the volume of the original block,Smaller than,Agree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Twice the density of 1 kg of wood,it has half the mass of the original block,it has half the density of the original block,"It has half the volume, but same density of the original block",The blocks will float,The 2 blocks will sink,Density,,Same density,48.264,49.748,51.638,2,3: Somewhat true,2,1: Not at all true,2,2,4,1: Not at all true,1: Not at all true,2,2,5: Very true,2,4,3: Somewhat true,3: Somewhat true,2,4,4,5: Very true,6,,
2020-05-11 14:44:54,2020-05-11 15:05:44,IP Address,196.153.145.248,100,1250,True,2020-05-11 15:05:44,R_1erVI46jhhcsysp,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4353,dog,green,Female,21,03,2005,National,,the density is the amount of mass of an object to its volume,mass/volume,Disagree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Smaller than,it has half the volume of the original block,Smaller than,Agree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Twice the density of 1 kg of wood,it has half the mass of the original block,it has half the density of the original block,"It has half the volume, and half the density of the original block",The blocks will float,The 2 blocks will sink,Density,,Less dense,24.482,24.482,30.234,1,4,5: Very true,5: Very true,5: Very true,5: Very true,4,3: Somewhat true,3: Somewhat true,3: Somewhat true,4,5: Very true,4,5: Very true,4,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,7,,
2020-05-11 14:10:15,2020-05-11 15:10:42,IP Address,41.129.77.94,100,3626,True,2020-05-11 15:10:43,R_XikILDqj7mYLauZ,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4371,Lion,Green,Male,1,06,2005,National,,The density of a substance is the relationship between the mass of the substance and how much space it takes up (volume).,mass/volume,Not sure,,Same as,it has half the volume of the original block,Smaller than,Disagree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Twice the density of 1 kg of wood,it has the same mass as the original block,it has the same density as the original block,"it has the same volume, but half the density of the original block",The blocks will sink,The 2 blocks will float,Density,,Less dense,4.582,26.792,27.682,2,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,3: Somewhat true,1: Not at all true,5: Very true,4,5: Very true,5: Very true,5: Very true,10,,
2020-05-13 05:51:12,2020-05-13 05:58:57,IP Address,156.184.22.207,100,465,True,2020-05-13 05:58:58,R_3qUIOL3ej8DorQ1,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4648,starfish,pink,Male,10,10,2006,IGCSE (British),,mass over volum,mass/volume,Agree,Because the density can always change even if the pressure or temperature is constant,Same as,it has twice the volume of the original block,Bigger than,Disagree,Because what determines if an object will sink or float is the weight of the object,The same density as 1 kg of wood,it has half the mass of the original block,it has the same density as the original block,"it has the same volume, but half the density of the original block",The blocks will sink,The 2 blocks will sink,Density,,Less dense,6.23,6.23,8.504,1,1: Not at all true,1: Not at all true,2,2,5: Very true,5: Very true,5: Very true,3: Somewhat true,2,4,4,1: Not at all true,3: Somewhat true,2,4,5: Very true,3: Somewhat true,3: Somewhat true,4,10,,
2020-05-13 05:51:07,2020-05-13 05:59:15,IP Address,197.164.165.252,100,487,True,2020-05-13 05:59:16,R_OBBacuDPVIUTCs9,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4632,llama,purple,Male,21,11,2006,IGCSE (British),,interessting,mass/volume,Agree,"Because density is a property of the matter, and it can never change",Same as,it has half the volume of the original block,Smaller than,Not sure,,Twice the density of 1 kg of wood,it has twice the mass of the original block,it has the same density as the original block,"it has the same volume, but half the density of the original block",The blocks will sink,The 2 blocks will float,Density,,More dense,2.654,3.709,4.484,2,1: Not at all true,2,3: Somewhat true,2,4,3: Somewhat true,5: Very true,3: Somewhat true,2,1: Not at all true,4,5: Very true,4,2,3: Somewhat true,4,2,4,3: Somewhat true,8,,
2020-05-13 05:51:24,2020-05-13 06:02:14,IP Address,102.186.75.15,100,649,True,2020-05-13 06:02:14,R_1IxVLTGGNh5CPpx,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4664,"buffalo ","red to orange ",Female,15,11,2006,IGCSE (British),,"how much an object takes place ",mass/volume,Not sure,,Smaller than,it has half the volume of the original block,Smaller than,Agree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Twice the density of 1 kg of wood,it has the same mass as the original block,it has the same density as the original block,"It has half the volume, and half the density of the original block",The blocks will sink,I am not sure,Volume only,,Less dense,17.273,17.273,18.465,1,3: Somewhat true,5: Very true,3: Somewhat true,5: Very true,5: Very true,3: Somewhat true,5: Very true,5: Very true,1: Not at all true,3: Somewhat true,5: Very true,1: Not at all true,5: Very true,5: Very true,3: Somewhat true,5: Very true,5: Very true,5: Very true,5: Very true,6,,
2020-05-13 05:58:59,2020-05-13 06:06:30,IP Address,196.157.151.182,100,450,True,2020-05-13 06:06:30,R_12M5D5s22iJIQUi,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4636,Pelican,Purple,Male,10,08,2006,IGCSE (British),,Density is how much mass is packed into a volume.,mass/volume,Not sure,,Smaller than,it has half the volume of the original block,Smaller than,Agree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Twice the density of 1 kg of wood,it has half the mass of the original block,it has the same density as the original block,"It has half the volume, but same density of the original block",The blocks will sink,I am not sure,Density,,Less dense,1.512,10.428,11.324,2,4,4,5: Very true,5: Very true,5: Very true,1: Not at all true,1: Not at all true,1: Not at all true,2,3: Somewhat true,4,2,1: Not at all true,3: Somewhat true,3: Somewhat true,2,4,4,3: Somewhat true,9,,
2020-05-13 05:46:52,2020-05-13 06:08:05,IP Address,41.129.47.198,100,1272,True,2020-05-13 06:08:05,R_2zNkkXy5kf9pidr,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4668,Car,Red,Male,1,10,2006,IGCSE (British),,Density is the mass of the substance,mass/volume,Not sure,,Same as,it has twice the volume of the original block,Bigger than,Agree,Because what determines if an object will sink or float is the weight of the object,The same density as 1 kg of wood,it has twice the mass of the original block,it has the same density as the original block,"It has half the volume, but same density of the original block",The blocks will sink,The 2 blocks will sink,Density,,More dense,6.185,6.185,7.349,1,5: Very true,3: Somewhat true,5: Very true,5: Very true,5: Very true,2,2,2,1: Not at all true,1: Not at all true,3: Somewhat true,1: Not at all true,4,3: Somewhat true,4,3: Somewhat true,5: Very true,5: Very true,5: Very true,7,,
2020-05-13 06:03:30,2020-05-13 06:10:58,IP Address,45.243.5.190,100,447,True,2020-05-13 06:10:58,R_1HnLBVfuXh4tdXE,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4295,Duck,Gold,Male,10,12,2006,IGCSE (British),,Density is how much mass is in a certain area,mass/volume,Disagree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Same as,it has half the volume of the original block,Bigger than,Disagree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,The same density as 1 kg of wood,it has half the mass of the original block,it has the same density as the original block,"It has half the volume, but same density of the original block",I am not sure,The 2 blocks will float,Density,,Less dense,2.619,7.356,7.848,2,3: Somewhat true,5: Very true,5: Very true,5: Very true,5: Very true,3: Somewhat true,1: Not at all true,1: Not at all true,1: Not at all true,2,4,1: Not at all true,1: Not at all true,3: Somewhat true,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,13,,
2020-05-13 05:49:25,2020-05-13 06:11:33,IP Address,197.37.177.187,100,1327,True,2020-05-13 06:11:33,R_pN2omuvmVLYDBJf,,,,,31.0370941162109375,31.3843994140625,anonymous,EN,4639,rhino,purple,Female,8,08,2006,IGCSE (British),,density is measure of mass,mass X volume,Agree,"Because density is a property of the matter, and it can never change",Smaller than,it has half the volume of the original block,Same as,Agree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Twice the density of 1 kg of wood,it has half the mass of the original block,it has half the density of the original block,"It has half the volume, but same density of the original block",I am not sure,I am not sure,Density,,More dense,17.175,34.192,35.759,2,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,3: Somewhat true,5: Very true,4,4,4,5: Very true,3: Somewhat true,5: Very true,3: Somewhat true,4,3: Somewhat true,5: Very true,4,5: Very true,7,,
2020-05-13 05:57:34,2020-05-13 06:13:04,IP Address,197.47.48.13,100,929,True,2020-05-13 06:13:04,R_2aqmCvKi4X6a5LK,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4631,lizard,purple,Male,6,05,2007,IGCSE (British),,a measure of the amount of information on a storage medium,mass/volume,Disagree,Because the density can always change even if the pressure or temperature is constant,Smaller than,it has half the volume of the original block,Same as,Agree,Because what determines if an object will sink or float is the weight of the object,Twice the density of 1 kg of wood,it has half the mass of the original block,it has half the density of the original block,"It has half the volume, but same density of the original block",I am not sure,The 2 blocks will sink,Mass only,,More dense,15.399,17.782,19.839,3,5: Very true,4,5: Very true,5: Very true,5: Very true,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,2,1: Not at all true,2,1: Not at all true,4,4,5: Very true,4,4,5,,
2020-05-13 05:51:16,2020-05-13 06:13:23,IP Address,102.190.173.49,100,1327,True,2020-05-13 06:13:24,R_1ImhkRlxbsRn4u3,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,"4650 ",swan,purple,Female,25,04,2006,IGCSE (British),,density is a measurment that compares the amount of matter an object has to its volume.,mass/volume,Not sure,,Bigger than,it has half the volume of the original block,Same as,Not sure,,Half the density of 1 kg of wood,it has half the mass of the original block,it has half the density of the original block,"It has half the volume, but same density of the original block",I am not sure,I am not sure,Density,,More dense,16.2,16.2,18.008,1,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,5: Very true,3: Somewhat true,5: Very true,5: Very true,5: Very true,1: Not at all true,5: Very true,3: Somewhat true,4,4,5: Very true,5: Very true,3: Somewhat true,6,,
2020-05-13 05:51:17,2020-05-13 06:13:50,IP Address,197.135.33.81,100,1353,True,2020-05-13 06:13:50,R_1I4Ochg4YCS7kMB,,,,,31.2162017822265625,29.9528961181640625,anonymous,EN,4635,owl,purple,Female,1,10,2006,IGCSE (British),,density is a measure of mass per unite of volume,mass/volume,Not sure,,Smaller than,it has half the volume of the original block,Smaller than,Agree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,The same density as 1 kg of wood,it has half the mass of the original block,it has half the density of the original block,"It has half the volume, and half the density of the original block",The blocks will sink,The 2 blocks will sink,Density,,Less dense,43.024,43.024,44.753,1,4,5: Very true,4,5: Very true,4,4,4,2,2,3: Somewhat true,5: Very true,2,4,3: Somewhat true,2,2,3: Somewhat true,3: Somewhat true,3: Somewhat true,8,,
2020-05-13 05:59:04,2020-05-13 06:14:40,IP Address,156.222.176.95,100,936,True,2020-05-13 06:14:40,R_1ouU11nWIDRiHjK,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4643,sealion,purple,Male,20,06,2006,IGCSE (British),,how compact a substance is,mass/volume,Disagree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Same as,it has twice the volume of the original block,Smaller than,Agree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,The same density as 1 kg of wood,it has the same mass as the original block,it has the same density as the original block,"it has the same volume, but half the density of the original block",The blocks will sink,The 2 blocks will sink,Density,,More dense,6.786,29.606,32.36,5,4,5: Very true,3: Somewhat true,5: Very true,5: Very true,3: Somewhat true,3: Somewhat true,3: Somewhat true,4,4,5: Very true,1: Not at all true,4,4,2,3: Somewhat true,5: Very true,5: Very true,5: Very true,8,,
2020-05-13 06:06:14,2020-05-13 06:15:07,IP Address,156.222.203.164,100,532,True,2020-05-13 06:15:07,R_1I5aiTl8HksmMyV,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4659,armadillo,red,Female,24,06,2006,IGCSE (British),,the consistency of a  substance,mass/volume,Agree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Smaller than,it has half the volume of the original block,Smaller than,Agree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Twice the density of 1 kg of wood,it has half the mass of the original block,it has twice the density of the original block,"it has the same volume, but half the density of the original block",The blocks will float,I am not sure,Density,,Less dense,6.096,13.334,14.405,2,4,4,3: Somewhat true,4,5: Very true,3: Somewhat true,3: Somewhat true,2,2,2,1: Not at all true,2,2,2,4,3: Somewhat true,4,5: Very true,4,8,,
2020-05-13 06:02:01,2020-05-13 06:17:01,IP Address,197.47.100.73,100,899,True,2020-05-13 06:17:01,R_2SkvpLnjw7mlsFX,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4642,"seahorse ",purple,Female,28,01,2007,IGCSE (British),,it is a unit of measurement,mass/volume,Disagree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Smaller than,it has the same volume as the original block,Smaller than,Agree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Twice the density of 1 kg of wood,it has half the mass of the original block,it has the same density as the original block,"It has half the volume, but same density of the original block",The blocks will float,The 2 blocks will sink,Another answer?,"it will have to be using mass, volume and density all together to determine if the object will actually sink",Same density,8.451,77.498,79.021,2,5: Very true,5: Very true,5: Very true,5: Very true,4,2,1: Not at all true,1: Not at all true,1: Not at all true,2,2,1: Not at all true,3: Somewhat true,1: Not at all true,4,4,5: Very true,5: Very true,5: Very true,6,,
2020-05-13 06:08:31,2020-05-13 06:17:46,IP Address,196.221.226.121,100,554,True,2020-05-13 06:17:46,R_24CKCWACE7nyvtg,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,4665,4665,Bus red,Male,13,06,2006,IGCSE (British),,How much can a object hold,mass/volume,Agree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Smaller than,it has half the volume of the original block,Smaller than,Agree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Twice the density of 1 kg of wood,it has half the mass of the original block,it has half the density of the original block,"It has half the volume, and half the density of the original block",I am not sure,I am not sure,Density,,Less dense,9.64,11.764,12.801,4,2,3: Somewhat true,5: Very true,2,5: Very true,1: Not at all true,1: Not at all true,1: Not at all true,3: Somewhat true,2,4,1: Not at all true,5: Very true,1: Not at all true,4,1: Not at all true,5: Very true,4,5: Very true,8,,
2020-05-13 06:09:38,2020-05-13 06:18:40,IP Address,156.222.120.60,100,541,True,2020-05-13 06:18:40,R_2Bli4U01E0by4KF,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,1657,"airplane ",red,Female,8,10,2006,IGCSE (British),,how deep something is,mass X volume,Agree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Bigger than,it has half the volume of the original block,Bigger than,Agree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Half the density of 1 kg of wood,it has half the mass of the original block,it has twice the density of the original block,"It has half the volume, and half the density of the original block",The blocks will float,The 2 blocks will sink,Density,,Less dense,13.233,14.115,14.837,2,3: Somewhat true,3: Somewhat true,3: Somewhat true,5: Very true,5: Very true,3: Somewhat true,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,3: Somewhat true,3: Somewhat true,3: Somewhat true,3: Somewhat true,3: Somewhat true,7,,
2020-05-13 06:00:08,2020-05-13 06:19:40,IP Address,154.177.41.66,100,1171,True,2020-05-13 06:19:40,R_1mC5NQ4KlTHQ3ps,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,"4677 ",dog,red,Male,2,03,2006,IGCSE (British),,what your future holds,volume/mass,Disagree,Because the density can always change even if the pressure or temperature is constant,Bigger than,it has half the volume of the original block,Smaller than,Not sure,,Twice the density of 1 kg of wood,it has twice the mass of the original block,it has twice the density of the original block,"It has half the volume, but same density of the original block",I am not sure,I am not sure,Mass only,,Same density,0.046,8.553,10.191,2,2,3: Somewhat true,1: Not at all true,5: Very true,5: Very true,1: Not at all true,1: Not at all true,3: Somewhat true,1: Not at all true,1: Not at all true,1: Not at all true,1: Not at all true,4,1: Not at all true,3: Somewhat true,2,3: Somewhat true,4,3: Somewhat true,2,,
2020-05-13 06:02:01,2020-05-13 06:19:57,IP Address,41.239.37.14,100,1076,True,2020-05-13 06:19:58,R_2V7IEtdXLcnyKhZ,,,,,27.18170166015625,31.18670654296875,anonymous,EN,4673,cockatoo,red,Male,21,02,2007,IGCSE (British),,snity is how much space an object or substance takes up (its volume) in relation to the amount of matter in that object or substance (its mass).,mass/volume,Disagree,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",Smaller than,it has half the volume of the original block,Smaller than,Disagree,Because what determines if an object will sink or float is the density of the object compared to the density of water.,Twice the density of 1 kg of wood,it has half the mass of the original block,it has twice the density of the original block,"It has half the volume, and half the density of the original block",The blocks will float,The 2 blocks will sink,Density,,Less dense,78.72,78.72,80.769,1,3: Somewhat true,4,3: Somewhat true,5: Very true,5: Very true,3: Somewhat true,4,2,2,3: Somewhat true,5: Very true,4,5: Very true,5: Very true,4,3: Somewhat true,4,5: Very true,4,8,,
