"","ID","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24"
"309","4608","Density compares the amount of mass an object has to its volume .","mass X volume","Not sure","","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Half the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","The 2 blocks will sink","Density","","Same density"
"310","4599","The density of a substance is it’s mass every unit of volume","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will sink","The 2 blocks will float","Density","","More dense"
"311","4610","the degree of compactness of a substance.","volume/mass","Not sure","","Bigger than","it has twice the volume of the original block","Same as","Agree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","I am not sure","I am not sure","Mass only","","Less dense"
"312","4609","Density is a measure of mass per unit of volume.","mass/volume","Disagree","Because density is a property of the matter, and it can never change","Smaller than","it has the same volume as the original block","Smaller than","Agree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has twice the mass of the original block","it has the same density as the original block","it has the same volume, but half the density of the original block","I am not sure","The 2 blocks will sink","Mass only","","Less dense"
"313","4607","Density is a word that describes how much space an object or substance takes up.","mass/volume","Disagree","Because the density can always change even if the pressure or temperature is constant","Smaller than","it has the same volume as the original block","Same as","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","it has the same volume, but half the density of the original block","I am not sure","The 2 blocks will float","Density","","Less dense"
"314","4578","Density is a word describing a texture of a certain feeling ","mass X volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","it has the same volume, but half the density of the original block","The blocks will sink","The 2 blocks will sink","Density","","More dense"
"315","4588","It’s how much the particles are together","mass X volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the volume (how big it is)","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","The 2 blocks will sink","Mass only","","More dense"
"316","4617","The weight of objects ","volume/mass","Not sure","","Smaller than","it has twice the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","I am not sure","I am not sure","Density","","More dense"
"317","4613","THICKNESS","mass X volume","Disagree","Because the density can always change even if the pressure or temperature is constant","Bigger than","it has the same volume as the original block","Smaller than","Agree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","I am not sure","The 2 blocks will sink","Density","","Less dense"
"318","4583","the quantity of mass per unit volume of a substance","mass/volume","Agree","Because density is a property of the matter, and it can never change","Smaller than","it has half the volume of the original block","Smaller than","Not sure","","The same density as 1 kg of wood","it has the same mass as the original block","it has half the density of the original block","it has the same volume, but half the density of the original block","I am not sure","I am not sure","Density","","More dense"
"319","4585","density is how dense an object is whih determines if they will float or not","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will sink","The 2 blocks will float","Density","","More dense"
"320","4616","It's a degree of a substance","mass/volume","Disagree","Because the density can always change even if the pressure or temperature is constant","Bigger than","it has twice the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has twice the mass of the original block","it has twice the density of the original block","It has half the volume, but same density of the original block","The blocks will float","The 2 blocks will sink","Density","","More dense"
"321","4595","Density is a measure of mass per volume.","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Bigger than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","The blocks will float","The 2 blocks will sink","Mass only","","Less dense"
"322","4619","It is basically the mass and volume of something.","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","The 2 blocks will sink","Density","","Less dense"
"323","4579","Density is a measure of mass per volume.","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Less dense"
"324","4620","Density is a measure of mass per unit","mass/volume","Disagree","Because the density can always change even if the pressure or temperature is constant","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has the same mass as the original block","it has half the density of the original block","it has the same volume, but half the density of the original block","The blocks will float","The 2 blocks will sink","Density","","More dense"
"325","4592","Means how much space an object takes","mass/volume","Agree","Because density is a property of the matter, and it can never change","Same as","it has the same volume as the original block","Same as","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will float","The 2 blocks will float","Density","","More dense"
"326","4598","the amount of volume and mass an object takes","mass/volume","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will sink","The 2 blocks will sink","Density","","Less dense"
"327","4663","Density is how heavy an object is.","mass X volume","Agree","Because density is a property of the matter, and it can never change","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","The 2 blocks will sink","Volume only","","Less dense"
"328","4670","density is the amount of mass in an object","mass/volume","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Less dense"
"329","4652","Density is a measure of mass.","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","The 2 blocks will float","Mass only","","More dense"
"330","4419","Density is a measure of mass per volume","mass/volume","Disagree","Because density is a property of the matter, and it can never change","Same as","it has twice the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has twice the mass of the original block","it has twice the density of the original block","It has half the volume, but same density of the original block","The blocks will float","The 2 blocks will sink","Density","","More dense"
"331","4653","A compactness of a substance","mass/volume","Not sure","","Smaller than","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","The 2 blocks will float","Density","","More dense"
"332","4669","Density is a characteristic of a substance. Mass of atoms and size all determine the density of a substance","mass/volume","Not sure","","Same as","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Same density"
"333","4389","its how much a substance takes up.","mass/volume","Disagree","Because density is a property of the matter, and it can never change","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the volume (how big it is)","Twice the density of 1 kg of wood","it has twice the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Another answer?","it is because of volume, the surface area and the density.","Less dense"
"334","4667","How much space a substance or object takes up i.e its' volume.","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Bigger than","it has half the volume of the original block","Same as","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Half the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","The 2 blocks will sink","Density","","More dense"
"335","4541","How much space an object or substance take up","mass/volume","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has twice the density of the original block","it has the same volume, but half the density of the original block","I am not sure","The 2 blocks will sink","Density","","Less dense"
"336","4686","density means the the amount of substance or a chemical in the atmosphere","volume/mass","Disagree","Because the density can always change even if the pressure or temperature is constant","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Half the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","The 2 blocks will sink","Another answer?","upthrust pushes up and it is the force that makes things sink or float.","Same density"
"337","4542","Density is the mass of a substance ","mass/volume","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has the same volume as the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","it has the same volume, but half the density of the original block","The blocks will float","The 2 blocks will sink","Density","","More dense"
"338","4645","the degree of compactness of a substance","mass/volume","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the volume (how big it is)","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","it has the same volume, but half the density of the original block","The blocks will sink","I am not sure","Mass only","","More dense"
"339","4656","how compact a substance is","mass/volume","Not sure","","Same as","it has half the volume of the original block","Bigger than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has the same mass as the original block","it has half the density of the original block","it has the same volume, but half the density of the original block","I am not sure","I am not sure","Another answer?","","More dense"
"340","4395","the amount of matter an object has in its volume ","mass/volume","Agree","Because density is a property of the matter, and it can never change","Same as","it has half the volume of the original block","Same as","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Less dense"
"341","4681","how much space something takes up","mass/volume","Disagree","Because the density can always change even if the pressure or temperature is constant","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Same density"
"342","4414","How big something is in a certain place ","mass/volume","Disagree","Because the density can always change even if the pressure or temperature is constant","Same as","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will sink","The 2 blocks will float","Density","","Less dense"
"343","4508","How heavy something is","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has the same volume as the original block","Smaller than","Not sure","","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","it has the same volume, but half the density of the original block","I am not sure","I am not sure","Another answer?","All of them as they are all factors to whether an object will float or not","More dense"
"344","4464","future","mass/volume","Not sure","","Smaller than","it has twice the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","I am not sure","The 2 blocks will float","Another answer?","wood floats","More dense"
"345","4683","density is a measure of mass per unit of volume.","mass/volume","Not sure","","Same as","it has half the volume of the original block","Same as","Agree","Because what determines if an object will sink or float is the volume (how big it is)","The same density as 1 kg of wood","it has twice the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","I am not sure","I am not sure","Density","","More dense"
"346","4539","when you compare an object's mass and volume ","mass/volume","Agree","Because density is a property of the matter, and it can never change","Smaller than","it has the same volume as the original block","Same as","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has twice the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","The 2 blocks will sink","Mass only","","Same density"
"347","4653F","The state or quality of being dense","mass/volume","Not sure","","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the weight of the object","Half the density of 1 kg of wood","it has twice the mass of the original block","it has the same density as the original block","it has the same volume, but half the density of the original block","The blocks will float","I am not sure","Density","","Same density"
"348","465714","its the characteristic property of a substance","mass/volume","Not sure","","Same as","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","I am not sure","I am not sure","Mass only","","More dense"
"349","4506","the mass in an object","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Agree","Because what determines if an object will sink or float is the weight of the object","Half the density of 1 kg of wood","it has twice the mass of the original block","it has the same density as the original block","it has the same volume, but half the density of the original block","The blocks will float","The 2 blocks will sink","Density","","Same density"
"350","4668","density is how heavy the mass compared to the volume ","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Another answer?","all of them make a difference if the object would float or sink.","Less dense"
"351","4684","density is the mass of a object in particular area\ space","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Less dense"
"352","4637","Density is defined as mass per unit volume , is a measurement that compares the amount of matter an object has to its volume. Density can be high or low depending on the amount of matter an object has in a certain amount of volume.Temperature has an effect on density.","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has the same volume as the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will float","I am not sure","Density","","Less dense"
"353","4311","Mass of an object","mass/volume","Not sure","","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","I am not sure","I am not sure","Density","","More dense"
"354","4297","Density, mass of a unit volume of a material substance","mass/volume","Disagree","Because the density can always change even if the pressure or temperature is constant","Smaller than","it has the same volume as the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","it has the same volume, but half the density of the original block","The blocks will float","I am not sure","Mass only","","Less dense"
"355","4707","Density is the mass over volume of an object","mass/volume","Not sure","","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","I am not sure","The 2 blocks will sink","Density","","Less dense"
"356","4698","Density is a measure of mass by volume unit. An object's mean density is proportional to its total mass divided by its total volume. An object made of a relatively dense material (such as iron) would have less volume than an object made of a less dense content (such as water) of equal density.","mass X volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has twice the mass of the original block","it has twice the density of the original block","it has the same volume, but half the density of the original block","The blocks will float","The 2 blocks will float","Mass only","","More dense"
"357","4703","How compact is a certain object/measurment","mass/volume","Agree","Because density is a property of the matter, and it can never change","Bigger than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the volume (how big it is)","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","The blocks will float","The 2 blocks will sink","Volume only","","Same density"
"358","4712","how much an object takes it is like volume and in relation with the amount of matter","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Bigger than","it has half the volume of the original block","Bigger than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will sink","The 2 blocks will sink","Density","","More dense"
"359","4702","How much volume a liquid can float.","mass/volume","Disagree","Because density is a property of the matter, and it can never change","Bigger than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the volume (how big it is)","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","The blocks will sink","I am not sure","Density","","More dense"
"360","4691","a measure of the amount of information on a storage medium","mass/volume","Agree","Because density is a property of the matter, and it can never change","Bigger than","it has twice the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the weight of the object","The same density as 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will sink","I am not sure","Volume only","","More dense"
"361","4693","it was really interesting ","mass/volume","Agree","Because density is a property of the matter, and it can never change","Smaller than","it has twice the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has twice the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","The 2 blocks will sink","Another answer?","its all of the answer because it has to be all the informaition","Same density"
"362","4704","mass","volume/mass","Not sure","","Smaller than","it has half the volume of the original block","Smaller than","Not sure","","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","it has the same volume, but half the density of the original block","The blocks will sink","The 2 blocks will float","Density","","More dense"
"363","4736","It has a strong relationship with mass of an object ","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Bigger than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the weight of the object","Half the density of 1 kg of wood","it has twice the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","I am not sure","The 2 blocks will float","Density","","More dense"
"364","4711","The density  of a substance is its mass per unit volume","mass/volume","Disagree","Because the density can always change even if the pressure or temperature is constant","Bigger than","it has twice the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will sink","The 2 blocks will float","Density","","Less dense"
"365","4697","i didnt study density","mass X volume","Not sure","","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","The 2 blocks will sink","Density","","Same density"
"366","4717","It is a measurement method measuring mass per volume ","mass/volume","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has the same volume as the original block","Same as","Not sure","","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will sink","The 2 blocks will float","Density","","Less dense"
"367","4723","mass divided by volume ","mass/volume","Disagree","Because the density can always change even if the pressure or temperature is constant","Same as","it has half the volume of the original block","Same as","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","I am not sure","Density","","Less dense"
"368","4726","how heavy an objects mass is","volume/mass","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","More dense"
"369","4714","density describes the characteristics of an atom, including its size ,and mass, etc.","mass/volume","Agree","Because density is a property of the matter, and it can never change","Same as","it has the same volume as the original block","Same as","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has the same mass as the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Less dense"
"370","4716","mass of an object","mass/volume","Not sure","","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","it has the same volume, but half the density of the original block","The blocks will float","The 2 blocks will float","Another answer?","it depends on the weight","More dense"
"371","4718","the mass of the atom and it's size determines the density of an object.","mass/volume","Disagree","Because the density can always change even if the pressure or temperature is constant","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will sink","The 2 blocks will sink","Density","","Less dense"
"372","4730","Volume/ or the space the subtance takes","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has twice the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","The blocks will float","The 2 blocks will sink","Density","","Less dense"
"373","4725","the mass of atoms and the volume of them","mass/volume","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","","Less dense"
"374","4720","the mass in 1 unit volume","mass/volume","Disagree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will sink","The 2 blocks will sink","Density","","Less dense"
"375","4728","it measure mass per volume","mass/volume","Not sure","","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","I am not sure","Density","","Less dense"
"376","4606","how much space an object takes ","mass/volume","Not sure","","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will sink","The 2 blocks will sink","Density","","Less dense"
"377","4733","how thick something is","mass X volume","Disagree","Because the density can always change even if the pressure or temperature is constant","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","it has the same volume, but half the density of the original block","The blocks will sink","The 2 blocks will sink","Density","","More dense"
"378","4731","thickness ? ","mass X volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has the same volume as the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Half the density of 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, and half the density of the original block","The blocks will float","The 2 blocks will float","Density","","Less dense"
"379","4727","it's the quantity of a thing in a place or a area ","volume/mass","Not sure","","Smaller than","it has half the volume of the original block","Smaller than","Agree","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","The blocks will float","I am not sure","Density","","More dense"
"380","4729","its the mass divided by the volume of the substance or object","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has the same volume as the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","it has the same volume, but half the density of the original block","The blocks will float","The 2 blocks will sink","Another answer?","if the object has a higher density than the fluid it will sink, if it has a lower density than the fluid it will float ","Same density"
"381","4722","density is mass per unit volume of a substance","mass/volume","Agree","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Disagree","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","I am not sure","The 2 blocks will float","Another answer?","it has to do with the material as a large boat can float while something way smaller and lighter may sink","More dense"
